,subject_id,photo_id,gender,height_cm,weight_kg,ankle,arm-length,bicep,calf,chest,forearm,height,hip,leg-length,shoulder-breadth,shoulder-to-crotch,thigh,waist,wrist
0,AhfyGaD1BKo0-u6PeQk2oI-Bw5l0XxpAqNroFuZuy0I,3c45254de4550c6c27a9346d562e03b9,female,160.0,92.4,23.537914276123047,46.42230987548828,35.570499420166016,39.89052200317383,121.8310089111328,28.01719856262207,160.88949584960938,116.15213012695312,72.07172393798828,35.287864685058594,62.3215217590332,60.96171951293945,110.68537139892578,16.68091583251953
1,AhfyGaD1BKo0-u6PeQk2oI-Bw5l0XxpAqNroFuZuy0I,6364740bbde5189d31cb5ab1bdb86a22,female,160.0,92.4,23.537914276123047,46.42230987548828,35.570499420166016,39.89052200317383,121.8310089111328,28.01719856262207,160.88949584960938,116.15213012695312,72.07172393798828,35.287864685058594,62.3215217590332,60.96171951293945,110.68537139892578,16.68091583251953
2,E8tDQ5IgdBwbjLIXu7GwcupEHYbi0eB18YNcsgsSbP8,30a300251e6a75efbfaf7d257c48a66a,female,175.75,102.8,25.233661651611328,53.05076599121094,39.38959884643555,42.4163932800293,114.3191146850586,29.861278533935547,179.71429443359375,123.12508392333984,84.51344299316406,36.19195938110352,65.48489379882812,67.98037719726562,110.02165985107422,17.281450271606445
3,E8tDQ5IgdBwbjLIXu7GwcupEHYbi0eB18YNcsgsSbP8,68d9b6e77a491f83a4b5c0cc2f262a75,female,175.75,102.8,25.233661651611328,53.05076599121094,39.38959884643555,42.4163932800293,114.3191146850586,29.861278533935547,179.71429443359375,123.12508392333984,84.51344299316406,36.19195938110352,65.48489379882812,67.98037719726562,110.02165985107422,17.281450271606445
4,E8tDQ5IgdBwbjLIXu7GwcupEHYbi0eB18YNcsgsSbP8,d13b37c0613ea9a13930b87637513b86,female,175.75,102.8,25.233661651611328,53.05076599121094,39.38959884643555,42.4163932800293,114.3191146850586,29.861278533935547,179.71429443359375,123.12508392333984,84.51344299316406,36.19195938110352,65.48489379882812,67.98037719726562,110.02165985107422,17.281450271606445
5,E8tDQ5IgdBwbjLIXu7GwcupEHYbi0eB18YNcsgsSbP8,1e33eb6c8679e50628f6f208283807fb,female,175.75,102.8,25.233661651611328,53.05076599121094,39.38959884643555,42.4163932800293,114.3191146850586,29.861278533935547,179.71429443359375,123.12508392333984,84.51344299316406,36.19195938110352,65.48489379882812,67.98037719726562,110.02165985107422,17.281450271606445
6,E8tDQ5IgdBwbjLIXu7GwcupEHYbi0eB18YNcsgsSbP8,bdb4752e62e30b7fb2f425cfc37904cd,female,175.75,102.8,25.233661651611328,53.05076599121094,39.38959884643555,42.4163932800293,114.3191146850586,29.861278533935547,179.71429443359375,123.12508392333984,84.51344299316406,36.19195938110352,65.48489379882812,67.98037719726562,110.02165985107422,17.281450271606445
7,E8tDQ5IgdBwbjLIXu7GwcupEHYbi0eB18YNcsgsSbP8,3a1c538986f44d1f842ad789518127c7,female,175.75,102.8,25.233661651611328,53.05076599121094,39.38959884643555,42.4163932800293,114.3191146850586,29.861278533935547,179.71429443359375,123.12508392333984,84.51344299316406,36.19195938110352,65.48489379882812,67.98037719726562,110.02165985107422,17.281450271606445
8,E8tDQ5IgdBwbjLIXu7GwcupEHYbi0eB18YNcsgsSbP8,d29d842fbfb63d05b3c8ea4b8e2e6d9f,female,175.75,102.8,25.233661651611328,53.05076599121094,39.38959884643555,42.4163932800293,114.3191146850586,29.861278533935547,179.71429443359375,123.12508392333984,84.51344299316406,36.19195938110352,65.48489379882812,67.98037719726562,110.02165985107422,17.281450271606445
9,E8tDQ5IgdBwbjLIXu7GwcupEHYbi0eB18YNcsgsSbP8,0d8c4ca2910d54ef3c8e07a7db775714,female,175.75,102.8,25.233661651611328,53.05076599121094,39.38959884643555,42.4163932800293,114.3191146850586,29.861278533935547,179.71429443359375,123.12508392333984,84.51344299316406,36.19195938110352,65.48489379882812,67.98037719726562,110.02165985107422,17.281450271606445
10,59bc2767681516389ccf45f9,6810c81793220bda8c6680394ef89b9e,male,174.8,106.9,26.049753189086918,52.06199645996094,37.847755432128906,40.25785446166992,117.6391143798828,32.31718063354492,178.1278076171875,119.0178680419922,80.54141998291016,39.29934310913086,68.52152252197266,61.39303588867188,107.80736541748048,20.093870162963867
