photo_id,est_ankle_width,est_bicep_width,est_calf_width,est_forearm_width,est_hip_width,est_thigh_width,est_waist_width,est_wrist_width
03c7f2ec6f04f86544653efb6ede232e,6.571545114704207,11.489604684418325,13.991031534531537,11.40481055390601,37.945373404259776,18.442723386427936,32.645740247240255,6.486750984191895
059dfdef03225feaef0a4facae589405,5.485698728069334,12.08963604301434,12.026339519228923,10.718211360997005,49.16030014000595,18.566980310388512,36.29000697030482,5.570094093116554
07bf2f074922e107181b6c028505cfc2,5.877889677956509,10.318961879079206,12.408878209019298,9.230463790568741,39.185931186376735,17.198269798465343,39.62133042178092,5.137710977769394
0b4b2c38e7acc9f9f052d8800b106e58,6.555670386624624,11.257668457031249,12.885283173710468,11.528937576477787,40.464310317441644,18.53672316217997,39.7861375188253,6.148766707454819
0d0b6179d54bdad8e5d51a1cc9110aa2,6.915076537453449,10.253389348637873,12.399447584399287,9.80033260997713,38.62904824370547,18.122269546429727,34.33693177218264,5.3413004978950775
0d95143c71cdba00ddfdfde3c5ed3736,5.3283612675397345,11.087090175919217,11.681407394221726,8.873770880171943,44.67625985860239,19.264075351874425,37.503465844606595,4.344663802763168
0d9ef51d391d90554e370442df708aba,6.32021880172228,11.35224014067314,12.700821859511972,10.567244811796806,38.24336217602654,17.913995966665063,36.63311534756226,5.49496730213434
123d91914c8451f561dd44d83c526954,6.353476756840796,11.572404092817164,13.38768316620025,10.619382579291043,39.48231984608209,18.37970061800373,34.94412216262438,5.990420942164179
14ff8bc9a53353188d01753ecad04e2b,6.59048563379156,9.819823594349424,11.862874140824808,9.644077310781649,39.10354809382992,16.915579793398337,36.02798813139386,4.789086227221867
15b6b76ff10700a348f7e8fddb99ed64,5.284697199660639,10.696227132113133,11.41494595126698,10.527116821723991,38.8953713895023,17.967970478846173,37.627044061583746,5.326974777257924
15d5ed6db9d46961ddbb7ed3352db333,5.320052106233569,11.014478249572464,11.428260080057298,9.615501584599933,41.7722609822784,18.9157408221638,38.225559578122684,4.985085862507752
16417764b8f417fa21b6a625d2fb2072,6.0616873841260706,9.395615445395409,12.77284127369422,9.98013530029328,35.720657799314345,16.669640306346693,32.04034760180923,5.195732043536632
165946854bce67b23b6c8480c0ccf647,6.539439361608126,10.88500229222514,13.078878723216253,10.631862704033857,39.02568651282269,18.563569800694037,36.072391317257726,5.294836386334322
188ff766c8009e788fb1ca9a3392388d,4.83433585919466,11.844122855026917,10.675825022388208,10.11181917214883,37.26467224795884,16.517314185581757,37.86896423035817,5.055909586074415
1aaab97b315858cdbd0e86af9c6673f3,5.422982944493072,10.507029454955328,12.879584493171047,10.755582839911261,37.05705012070266,17.850652192289697,36.37917725264103,6.055664288017264
